"STATION","NAME","DATE","TMAX","TMIN"
"NOE00134634","LEINSTRAND, NO","2019-10-23",,
"NOE00134634","LEINSTRAND, NO","2019-10-24",,
"NOE00134634","LEINSTRAND, NO","2019-10-25",,
"NOE00134634","LEINSTRAND, NO","2019-10-26",,
"NOE00134634","LEINSTRAND, NO","2019-10-27",,
"NOE00134634","LEINSTRAND, NO","2019-10-28",,
"NOE00134634","LEINSTRAND, NO","2019-10-29",,
"NOE00134634","LEINSTRAND, NO","2019-10-30",,
"NOE00134634","LEINSTRAND, NO","2019-10-31",,
"NOE00134634","LEINSTRAND, NO","2019-11-01",,
"NOE00134634","LEINSTRAND, NO","2019-11-02",,
"NOE00134634","LEINSTRAND, NO","2019-11-03",,
"NOE00134634","LEINSTRAND, NO","2019-11-04",,
"NOE00134634","LEINSTRAND, NO","2019-11-05",,
"NOE00134634","LEINSTRAND, NO","2019-11-06",,
"NOE00134634","LEINSTRAND, NO","2019-11-07",,
"NOE00134634","LEINSTRAND, NO","2019-11-08",,
"NOE00134634","LEINSTRAND, NO","2019-11-09",,
"NOE00134634","LEINSTRAND, NO","2019-11-10",,
"NOE00134634","LEINSTRAND, NO","2019-11-11",,
"NOE00134634","LEINSTRAND, NO","2019-11-12",,
"NOE00134634","LEINSTRAND, NO","2019-11-13",,
"NOE00134634","LEINSTRAND, NO","2019-11-14",,
"NOE00134634","LEINSTRAND, NO","2019-11-15",,
"NOE00134634","LEINSTRAND, NO","2019-11-16",,
"NOE00134634","LEINSTRAND, NO","2019-11-17",,
"NOE00134634","LEINSTRAND, NO","2019-11-18",,
"NOE00134634","LEINSTRAND, NO","2019-11-19",,
"NOE00134634","LEINSTRAND, NO","2019-11-20",,
"NOE00134634","LEINSTRAND, NO","2019-11-21",,
"NOE00134634","LEINSTRAND, NO","2019-11-22",,
"NOE00134634","LEINSTRAND, NO","2019-11-23",,
"NOE00134634","LEINSTRAND, NO","2019-11-24",,
"NOE00134634","LEINSTRAND, NO","2019-11-25",,
"NOE00134634","LEINSTRAND, NO","2019-11-26",,
"NOE00134634","LEINSTRAND, NO","2019-11-27",,
"NOE00134634","LEINSTRAND, NO","2019-11-28",,
"NOE00134634","LEINSTRAND, NO","2019-11-29",,
"NOE00134634","LEINSTRAND, NO","2019-11-30",,
"NOE00134634","LEINSTRAND, NO","2019-12-01",,
"NOE00134634","LEINSTRAND, NO","2019-12-02",,
"NOE00134634","LEINSTRAND, NO","2019-12-03",,
"NOE00134634","LEINSTRAND, NO","2019-12-04",,
"NOE00134634","LEINSTRAND, NO","2019-12-05",,
"NOE00134634","LEINSTRAND, NO","2019-12-06",,
"NOE00134634","LEINSTRAND, NO","2019-12-07",,
"NOE00134634","LEINSTRAND, NO","2019-12-08",,
"NOE00134634","LEINSTRAND, NO","2019-12-09",,
"NOE00134634","LEINSTRAND, NO","2019-12-10",,
"NOE00134634","LEINSTRAND, NO","2019-12-11",,
"NOE00134634","LEINSTRAND, NO","2019-12-12",,
"NOE00134634","LEINSTRAND, NO","2019-12-13",,
"NOE00134634","LEINSTRAND, NO","2019-12-14",,
"NOE00134634","LEINSTRAND, NO","2019-12-15",,
"NOE00134634","LEINSTRAND, NO","2019-12-16",,
"NOE00134634","LEINSTRAND, NO","2019-12-17",,
"NOE00134634","LEINSTRAND, NO","2019-12-18",,
"NOE00134634","LEINSTRAND, NO","2019-12-19",,
"NOE00134634","LEINSTRAND, NO","2019-12-20",,
"NOE00134634","LEINSTRAND, NO","2019-12-21",,
"NOE00134634","LEINSTRAND, NO","2019-12-22",,
"NOE00134634","LEINSTRAND, NO","2019-12-23",,
"NOE00134634","LEINSTRAND, NO","2019-12-24",,
"NOE00134634","LEINSTRAND, NO","2019-12-25",,
"NOE00134634","LEINSTRAND, NO","2019-12-26",,
"NOE00134634","LEINSTRAND, NO","2019-12-27",,
"NOE00134634","LEINSTRAND, NO","2019-12-28",,
"NOE00134634","LEINSTRAND, NO","2019-12-29",,
"NOE00134634","LEINSTRAND, NO","2019-12-30",,
"NOE00134634","LEINSTRAND, NO","2019-12-31",,
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-01","38","30"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-02","33","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-03","33","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-04","32","9"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-05","20","8"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-06","36","17"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-07","37","33"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-08","42","33"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-09","41","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-10","45","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-11","43","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-12","35","27"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-13","34","22"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-14","34","27"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-15","30","26"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-16","32","23"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-17","40","27"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-18","46","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-19","46","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-20","44","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-21","43","40"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-22","42","38"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-23","41","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-24","38","33"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-25","48","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-26","49","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-27","37","24"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-28","45","24"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-29","44","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-30","36","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-01-31","32","24"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-01","29","21"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-02","33","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-03","34","26"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-04","36","22"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-05","36","29"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-06","39","31"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-07","32","20"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-08","25","14"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-09","31","13"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-10","30","20"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-11","31","21"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-12","36","17"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-13","42","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-14","41","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-15","38","25"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-16","40","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-17","41","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-18","43","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-19","44","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-20","34","29"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-21","37","26"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-22","35","25"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-23","32","25"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-24","30","25"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-25","30","21"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-26","38","27"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-27","41","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-02-28","42","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-01","41","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-02","35","20"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-03","34","22"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-04","36","27"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-05","32","26"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-06","31","21"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-07","31","19"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-08","34","17"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-09","36","21"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-10","43","29"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-11","41","24"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-12","45","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-13","40","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-14","47","37"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-15","41","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-16","46","33"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-17","45","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-18","35","29"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-19","38","19"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-20","47","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-21","44","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-22","38","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-23","35","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-24","39","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-25","46","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-26","47","42"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-27","47","38"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-28","38","31"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-29","38","26"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-30","39","22"
"NOE00111040","TRONDHEIM VOLL, NO","2017-03-31","45","27"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-01","45","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-02","46","41"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-03","49","39"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-04","49","40"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-05","44","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-06","41","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-07","42","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-08","47","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-09","49","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-10","46","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-11","39","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-12","42","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-13","41","27"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-14","42","26"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-15","43","25"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-16","44","26"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-17","45","29"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-18","46","26"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-19","44","31"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-20","47","37"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-21","39","33"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-22","41","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-23","38","31"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-24","42","25"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-25","45","30"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-26","41","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-27","43","29"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-28","47","26"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-29","48","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-04-30","47","29"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-01","53","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-02","54","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-03","51","30"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-04","56","31"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-05","61","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-06","56","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-07","45","37"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-08","43","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-09","44","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-10","46","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-11","49","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-12","56","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-13","60","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-14","63","40"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-15","57","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-16","61","41"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-17","60","49"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-18","59","48"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-19","58","48"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-20","67","38"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-21","65","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-22","47","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-23","55","43"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-24","56","41"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-25","51","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-26","52","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-27","61","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-28","64","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-29","57","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-30","56","40"
"NOE00111040","TRONDHEIM VOLL, NO","2017-05-31","47","39"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-01","46","39"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-02","58","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-03","56","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-04","62","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-05","56","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-06","69","43"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-07","72","55"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-08","67","55"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-09","69","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-10","67","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-11","66","54"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-12","65","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-13","56","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-14","62","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-15","69","48"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-16","68","54"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-17","59","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-18","57","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-19","56","49"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-20","50","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-21","53","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-22","60","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-23","66","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-24","58","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-25","62","43"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-26","55","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-27","53","43"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-28","59","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-29","71","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-06-30","77","57"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-01","75","54"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-02","60","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-03","58","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-04","54","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-05","56","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-06","60","39"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-07","70","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-08","66","49"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-09","65","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-10","65","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-11","59","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-12","55","49"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-13","54","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-14","55","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-15","64","42"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-16","67","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-17","58","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-18","55","49"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-19","60","49"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-20","68","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-21","78","54"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-22","71","59"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-23","73","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-24","73","56"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-25","74","55"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-26","71","55"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-27","77","59"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-28","73","59"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-29","69","55"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-30","71","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-07-31","71","54"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-01","68","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-02","66","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-03","69","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-04","67","58"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-05","67","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-06","71","54"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-07","63","55"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-08","63","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-09","65","49"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-10","63","56"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-11","65","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-12","64","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-13","55","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-14","60","49"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-15","68","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-16","63","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-17","69","48"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-18","66","58"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-19","65","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-20","55","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-21","55","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-22","57","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-23","54","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-24","57","48"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-25","56","41"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-26","54","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-27","62","40"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-28","67","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-29","67","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-30","63","43"
"NOE00111040","TRONDHEIM VOLL, NO","2017-08-31","61","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-01","56","49"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-02","62","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-03","68","41"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-04","63","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-05","63","55"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-06","62","54"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-07","63","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-08","62","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-09","60","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-10","61","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-11","65","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-12","64","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-13","60","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-14","58","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-15","57","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-16","54","48"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-17","53","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-18","55","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-19","55","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-20","56","41"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-21","58","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-22","63","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-23","61","46"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-24","66","50"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-25","67","53"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-26","66","48"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-27","64","47"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-28","60","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-29","60","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-09-30","57","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-01","56","51"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-02","57","52"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-03","59","48"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-04","52","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-05","50","43"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-06","48","42"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-07","43","37"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-08","48","38"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-09","49","41"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-10","51","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-11","50","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-12","47","42"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-13","50","40"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-14","54","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-15","49","45"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-16","58","43"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-17","46","39"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-18","48","42"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-19","47","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-20","50","31"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-21","51","44"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-22","50","39"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-23","44","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-24","46","40"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-25","50","40"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-26","46","40"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-27","46","42"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-28","45","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-29","41","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-30","36","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-10-31","45","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-01","48","43"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-02","47","37"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-03","41","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-04","45","37"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-05","41","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-06","42","33"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-07","41","33"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-08","40","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-09","49","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-10","38","33"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-11","40","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-12","40","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-13","39","32"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-14","40","27"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-15","40","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-16","42","35"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-17","40","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-18","36","28"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-19","31","21"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-20","26","18"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-21","18","12"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-22","33","11"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-23","51","33"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-24","50","36"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-25","42","34"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-26","36","25"
"NOE00111040","TRONDHEIM VOLL, NO","2017-11-27","29","17"
